	chr8:22226288-22226437	chr8:22226438-22226587	chr8:22226588-22226737	chr8:22226738-22226887	chr8:22226888-22227037	chr8:22227038-22227127	chr8:22227128-22227187	chr8:22227188-22227277	chr8:22227278-22227337	chr8:22227338-22227487	chr8:22227488-22227517	chr8:22227518-22227637	chr8:22227638-22227787	chr8:22227788-22227867	chr8:22227868-22227937	chr8:22227938-22228087	chr8:22228088-22228237	chr8:22228238-22228387	chr8:22228388-22228487	chr8:22228488-22228537	chr8:22228538-22228687	chr8:22228688-22228837	chr8:22228838-22228987	chr8:22228988-22229137	chr8:22229138-22229287	chr8:22229288-22229437	chr8:22229438-22229587	chr8:22229588-22229737	chr8:22229738-22229887	chr8:22229888-22230037	chr8:22230038-22230187	chr8:22230188-22230337	chr8:22230338-22230487	chr8:22230488-22230637	chr8:22230638-22230787	chr8:22230788-22230867	chr8:22230868-22230937	chr8:22230938-22231087	chr8:22231088-22231237	chr8:22231238-22231387	chr8:22231388-22231409	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002063.1.fc1674f3-b9c6-4107-8983-478acef979ab.fc.signal	1.33978	0.589408	2.11302	3.43317	2.98326	4.52598	3.8281	3.32357	2.62296	3.4193	4.413	5.69934	6.16411	3.67493	4.76576	6.561	5.24964	3.66794	1.68334	1.31508	1.68626	2.63314	4.16747	3.16504	2.47244	2.55428	3.28779	3.16507	2.23557	1.19351	2.24653	3.14461	3.41346	2.22974	1.48232	2.2448	2.96343	3.92231	4.75785	7.08616	6.62615	0.441509
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000221.3.7d6e7c7b-090f-4b2a-a7ba-f833c718a8ac.fc.signal	0.248378	0.437727	1.07896	1.43395	1.35605	1.19961	1.25193	0.851012	0.715584	0.982813	1.68093	1.96945	2.38326	2.83112	2.52584	2.14204	2.32218	1.71015	0.791984	0.568451	0.572616	0.270635	0.0167347	0.198168	0.559369	0.422556	0.197093	0.598378	0.502305	0.622128	0.401753	0.482437	0.651279	0.328089	0.339582	0.573051	0.755916	0.752997	0.514505	0.631431	0.833197	0.720812
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003675.3.83112ba3-4a46-4bcb-b23c-b8a94da18e77.fc.signal	2.67493	1.36655	2.38114	3.81503	4.36331	5.70043	7.63251	8.90311	6.91087	5.69711	3.17336	4.96579	2.94755	2.59508	2.77152	3.89495	1.40511	1.63705	1.61527	0.66054	0.13692	0.721598	1.03649	1.09281	2.26843	1.09953	2.01123	0.87332	1.48945	2.01311	0.688019	1.08795	1.47095	1.075	0.778749	0.698333	1.21602	1.5347	1.98656	2.09819	2.62845	0.36506
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002086.1.61135aae-0e5d-4a79-9f3a-0fb631125d88.fc.signal	1.9011	2.16628	4.86813	2.54827	4.03845	6.844	6.00644	3.62406	2.61414	3.66003	5.51781	7.22537	7.72029	8.00887	9.84764	7.53486	4.38573	4.0167	6.93019	5.6356	3.54075	1.08997	1.19403	2.55292	4.39115	1.62215	3.02467	1.49594	3.89189	3.57178	2.99404	2.84028	4.63171	3.95019	3.69878	7.48646	11.4837	3.80692	3.73804	5.10768	4.48763	0.410641
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004884.1.cdb41994-86e2-4949-bf91-2378fd47bfa2.fc.signal	0.625871	1.12929	1.83523	3.48275	2.95023	2.15656	3.68378	3.05765	3.43802	4.34596	2.88447	1.98828	1.57104	1.62314	0.931642	0.889511	1.74454	1.82387	1.75438	2.64359	2.33869	2.03944	1.94757	0.891619	1.24799	3.47876	3.07006	1.82195	2.81544	3.40447	1.58208	2.97503	4.02655	2.39182	3.2442	3.09743	4.02193	1.42137	1.53599	2.68472	2.49863	0.864734
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003679.3.9ac74a4d-9d70-4efc-945e-29c0f04f171f.fc.signal	2.51807	1.01078	0.976621	0.827048	1.21602	1.55437	2.88271	3.50533	2.3245	1.7567	2.07574	5.11303	3.01719	3.4544	3.10269	2.63682	3.23451	2.03791	2.46008	2.44424	2.42655	1.66145	0.712189	0.3892	0.634757	0.653349	0.893897	1.65841	1.07367	0.638561	0.661038	0.968656	1.02984	0.944685	1.31909	0.605033	1.33885	1.39936	1.27713	2.29977	2.07618	0.476967
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003680.3.f291fb29-a363-426c-a2c2-33a98c6182ef.fc.signal	0.722358	0.297498	0.711432	0.442822	0.50993	0.916927	1.83199	2.4564	1.48092	1.20607	0.960562	1.23314	1.43063	1.0857	0.259576	0.490612	0.531554	0.63604	0.333434	0.159592	0.205886	0.536544	0.112814	0.230039	0.316939	0.455958	0.863161	0.572748	0.658012	0.89584	0.959058	0.418209	0.236312	0.41021	0.830463	0.762097	0.317381	0.262331	0.716287	1.53559	1.76903	0.27503
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003695.3.976830f0-f131-4dc5-bdfd-64d83fdc4635.fc.signal	11.9139	7.00548	7.10816	5.35433	7.32193	10.0209	18.7338	19.6034	9.15656	12.9066	17.5735	35.3931	31.6572	24.4022	10.8047	7.03952	9.79559	4.98743	4.64548	3.1434	1.56538	0.763726	1.23644	0.670157	1.39377	0.805878	1.19265	1.76876	1.77914	1.23343	0.888894	0.890315	0.450037	0.734207	0.810159	0.804356	0.759534	0.351569	0.96906	0.315009	0	0.817204
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001997.1.3ac72c63-5790-4eab-ab70-1f2408156b61.fc.signal	3.11952	1.96172	2.1846	3.8365	0.98568	2.52039	3.4102	3.44903	3.44145	1.57672	1.22549	2.69596	2.67788	0.944952	2.27266	2.83075	4.26295	6.25376	2.84911	1.07837	0.261406	1.69108	1.47243	1.16403	0.561089	0.831821	2.21407	0.779011	1.61881	1.30139	0.106126	0.873448	0.514661	0.891835	1.6756	2.12918	2.87027	2.84316	3.90816	2.97665	1.76898	0.438308
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001050.8.a9a09927-f961-43dc-bcc9-a3c995bbca26.fc.signal	1.09663	0.595726	0.46369	1.6456	0.912592	0.425459	0.72656	1.8842	1.75532	0.93146	1.72654	1.67111	0.735208	0.373134	0.257539	0.629597	0.747123	0.786139	0.686182	1.0945	0.456818	1.84141	1.69735	1.04858	0.474924	0.936272	0.420414	0.15493	0.759118	1.95406	0.370725	0.79307	0	0	0.410281	0.517814	1.43392	0.537869	0.265455	1.46355	1.96508	0.573077
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003683.3.9d98dd69-4d9c-4c81-bc8f-9c0f23e13a7b.fc.signal	26.2136	14.3538	9.4475	11.4734	13.8198	18.0307	39.9581	45.1461	18.9557	21.2081	42.9192	81.1413	95.9233	67.0465	19.0142	12.2552	21.8569	12.2249	10.0467	5.83954	2.92394	2.74283	2.40662	2.85562	3.58536	2.46304	2.26824	1.89974	1.18743	1.69695	0.39823	0.104561	0.32629	0.237655	0.0251564	0.0026995	0.205288	0.619157	0.583265	0.397384	0.343133	0.541053
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001958.3.3cd86255-36f1-4b55-a6a7-d6b5647cff3a.fc.signal	1.09474	0.767483	1.01722	1.91169	1.85272	2.0395	2.14456	2.53028	2.54226	2.16	3.31165	5.25095	5.51194	3.48655	1.88729	1.33309	2.09523	1.36214	1.18464	2.05988	2.25316	1.15498	0.365709	0.507397	1.10618	0.627592	0.539335	1.007	1.06997	1.37647	1.90645	2.21365	2.23773	1.98791	1.06047	1.8207	2.10931	1.31487	1.01732	1.51547	1.8352	0.410448
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002076.1.483aa0c8-5543-4e25-b16f-2f222c5a2d5b.fc.signal	1.24813	0.901701	0.394723	2.37479	2.13902	3.60884	4.26279	2.47853	4.48277	4.47292	3.67583	4.63993	6.83609	4.61105	3.03816	1.34857	2.9409	1.49565	1.26279	3.24851	2.00576	1.38244	1.22798	2.50101	2.25885	3.153	2.63697	3.46508	3.13904	2.93412	2.60813	4.2429	3.89821	4.82625	1.86304	3.23982	5.78851	4.57821	4.82507	5.7612	8.25636	0.402544
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002058.1.0fc0f90b-b2ac-4c17-952e-d39560131bf4.fc.signal	1.15724	1.09642	1.21514	2.01212	4.19333	4.36772	3.91639	4.0532	3.64406	3.74069	5.18604	6.25561	8.59658	7.74103	5.14718	2.94325	1.67462	1.22564	1.66711	1.04239	1.05822	1.54913	2.33535	1.47952	1.79183	2.19644	1.93583	2.00407	4.25391	2.01239	1.99972	1.59629	2.28987	2.28317	1.82126	3.39401	5.02382	5.02481	4.52565	4.82201	5.04396	0.420696
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003685.2.cb8ce07d-5bf2-4abf-a883-851526414fcb.fc.signal	16.1606	10.3662	6.86713	7.33935	11.822	15.4317	25.1448	26.7981	15.5664	18.6357	24.9957	60.2036	77.8595	56.9997	18.5135	10.0157	16.902	7.69429	5.42248	2.04828	1.44557	0.849168	0.875862	0.22303	0.662975	0.61677	1.17183	0.662243	0.313005	0	0	0	0	0.434723	0.673364	0.51792	0.258827	0.227447	0.843282	0.26607	0.29678	0.772926
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002005.1.1ff1e0cf-fe7a-4485-b51f-e180baac3300.fc.signal	0.00620853	0.342577	1.53235	0.997042	3.83737	3.79302	1.44994	2.32084	2.96265	5.38155	6.16496	3.48287	5.53608	5.17516	2.8505	2.38259	1.88396	1.29181	2.05514	1.70556	1.63476	0.761949	1.14166	1.07148	0.621599	1.62783	2.11906	2.14421	4.09119	1.09978	1.43456	2.64279	2.70868	2.50612	2.23393	0.292152	2.1216	2.86635	4.19792	4.30733	5.68829	0.455926
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004609.2.ff95f1fe-813e-4cf7-a1c8-3ae5ac2c2c17.fc.signal	3.85305	2.73665	0.577872	0.0835221	1.94249	1.66173	2.08828	3.01541	2.05715	1.73381	1.25629	5.09431	6.43648	5.25637	1.1284	1.01124	2.14782	1.38184	1.89087	0.904914	0.4727	0.319872	0.479808	0.342974	0.667202	0.824577	1.00062	0.522458	0.513572	0.108401	0.400022	0.0995157	0.625527	0.174153	0.0106624	0.27826	1.15605	1.37216	0.376738	0.837031	1.86609	0.465909
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000972.6.cf621cfe-3687-4632-9cb9-1d96c4cbf6b0.fc.signal	0.232702	0.558392	0.330555	0	0.419979	1.36789	1.87516	1.04853	0.656846	1.26704	2.0637	3.79622	4.60664	2.6302	1.46883	0.830335	1.84794	1.11866	0.721002	0.458918	0.226214	0	0	0	0.0367785	1.30463	1.20522	1.35514	0.337156	0.854722	0.426205	0	0	0.322495	0.263703	0	0	0.560903	0.771233	0.253439	0	0.985149
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001962.2.719bf6dc-a72b-46ff-9660-2f00ca7238e3.fc.signal	1.35231	2.41095	3.03124	3.23253	2.85609	4.08002	5.23187	5.42538	4.05071	3.82768	6.96441	8.35767	5.85825	5.12899	4.34947	4.27588	8.59885	6.44689	4.1156	2.40414	2.90737	3.4355	2.97839	1.7043	0.797749	2.64072	3.32206	1.67561	1.96923	1.57682	1.94449	2.1912	0.434826	0.36826	0.886295	1.93773	1.53116	1.22266	0.8802	0.668177	1.28112	0.886889
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000983.7.a8cf4d02-7de5-4d62-b6f2-913c0f5454c6.fc.signal	0.0430426	0.480774	2.40939	3.49349	4.58632	6.76533	6.56663	4.6941	2.74378	4.90553	7.11525	12.456	15.0055	6.61488	2.71518	3.4684	4.69942	5.4602	3.3026	1.79355	0.918178	0.942054	1.64747	0.940002	1.38488	1.05581	1.228	1.19614	0.648011	0.344343	0.190747	0.215782	0.228325	0.656407	0.591189	1.36183	1.01837	0.738535	0.586794	0.937247	1.12637	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003694.3.61c30d06-38bd-4873-b3e9-1676bf3449d1.fc.signal	15.1342	10.6132	7.97508	6.27518	9.2261	12.1874	24.3508	22.0636	9.3385	11.5395	17.062	43.3083	56.1591	38.8293	15.4446	12.5255	18.6014	7.9868	6.74662	4.66068	1.7792	1.86221	1.48877	1.57511	0.739803	0.576973	0.491063	0.872199	1.21047	0.664889	0.396391	0.375446	0.291696	0.306731	0.459738	0.428714	0.576241	0.551425	0.186128	0.444362	0.498509	0.696517
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000238.3.b63d6dc1-6fc0-4b8d-9bff-172e3f638785.fc.signal	0.527056	0.379216	0.447422	0.600487	1.20651	1.35926	0.902447	0.706293	0.450544	0.557249	0.834488	0.86309	1.01453	0.862525	0.642676	0.569323	0.85429	0.702079	0.788085	1.01449	0.744779	0.200271	0.370419	0.662331	0.819243	0.700722	0.430666	0.420372	0.17632	0.126093	0.138177	0.0894599	0.102992	0.161086	0.11924	0.159515	0.294239	0.421995	0.452247	0.301021	0.42697	0.645875
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000243.3.6e43a1d4-827b-4226-ab35-bcd9e4427ba9.fc.signal	0.0064836	0.193903	1.55424	1.55199	1.11321	0.997601	0.795251	0.64706	0.732271	0.902952	1.26639	1.38419	1.99151	2.09618	1.5697	1.26971	0.965079	0.801434	0.872464	0.54049	0.205898	0.376313	0.595766	0.83703	0.659069	0.985267	1.01379	0.690818	0.189349	0.311014	0.64301	0.462966	0.833807	0.608228	0.431304	0.848857	0.95785	0.631554	0.571826	0.913417	1.14445	0.350181
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001973.1.61dbfaab-48a0-49aa-b249-2516c02981de.fc.signal	0.753253	2.04483	3.8191	1.81046	4.98008	5.57223	5.21936	5.51884	4.75718	3.53775	5.76381	7.05588	5.73194	5.65341	7.52271	8.88595	3.72852	2.18602	2.45311	3.05028	3.0728	0.810105	1.34868	1.55284	0.913232	0.752999	1.8097	2.37687	1.93484	2.11897	2.51206	2.8853	2.0521	0.192611	1.48992	2.98529	1.69377	3.43688	4.13571	2.72633	3.99379	0.399125
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003678.3.651f7635-fa04-4a73-ad9d-b88c234511f0.fc.signal	2.74178	2.08674	5.53463	2.58265	1.24955	2.34488	3.11638	3.43957	3.1765	3.40952	2.10052	2.5398	2.80658	2.06466	2.1764	3.59351	3.28748	3.3823	1.77662	0.819415	0.32789	0.96162	0.461097	0.626192	0.675464	0.477114	1.71722	1.17929	0.880343	0.129241	0.983016	1.93148	1.87294	0.92049	0.659752	0	0	0.243239	1.02057	1.05866	0.678653	0.377778
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000240.3.8f250bd6-ace7-4938-8056-c658c54331a9.fc.signal	0.0248816	0.767433	1.46945	1.4162	1.49611	1.8848	2.36889	2.27287	2.09991	2.15425	2.5652	3.37794	4.31423	4.19104	3.09367	1.90905	0.873228	0.821863	0.902561	1.52113	1.4832	1.09417	1.07447	0.923497	1.79828	1.53989	1.46718	1.20721	0.683875	0.907892	1.88545	2.31765	1.49777	1.17936	1.5862	1.7687	1.78659	1.77937	1.50166	1.93679	2.90325	0.408079
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002067.1.986e393c-de82-4afc-818b-4cc2a632dc28.fc.signal	1.20231	1.47313	1.44183	2.97912	4.2316	5.60233	4.95505	4.37801	3.35221	3.00965	3.92292	6.85237	10.7894	9.52769	6.43752	4.5722	4.69675	5.4295	3.8303	3.51704	2.54986	1.83548	0.834777	0.857221	1.86534	4.44324	3.03734	1.83459	4.47871	2.89174	1.38319	3.22758	1.71329	1.93815	2.37431	1.60736	2.1583	3.17691	5.04117	5.24112	5.31845	0.418131
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003677.3.486b8afb-6747-4d4a-93ee-788cf88097fc.fc.signal	1.00028	1.34794	1.04132	1.49693	2.16586	2.86489	4.00146	7.49154	6.46439	5.15478	4.64017	5.6266	3.79897	2.49548	3.50731	3.60654	4.95915	3.83427	2.54543	1.44485	1.35642	0.589443	0.68239	0.817536	0.857798	1.42122	0.650278	0.995445	1.82542	0.857496	0.690242	1.16024	0.278893	0.626156	1.81497	1.05899	1.41462	1.10484	1.23151	2.37199	2.42914	0.295792
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000992.7.d770a09a-2cad-4524-8aaf-69b927e47c59.fc.signal	0.260481	0.548266	0.593793	1.45041	1.69582	0.994349	0.851456	1.48295	1.62682	0.754562	0.574529	1.09698	0.414998	0.507302	0.223327	0.352161	0.648789	0.861732	0.7136	0.846876	0.438576	1.11575	1.10112	0.373013	0.790984	0.842242	0.576668	0.595739	1.04048	0.90767	0.63618	1.21611	0.60229	1.11593	0.977091	1.46342	1.9316	1.0295	0.667175	0.728995	1.20072	0.474654
